Log 6	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 7	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 8	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 9	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 10	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 11	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude
						48	12	14800	14800.0827												-96	44	14784	14784.37716					
						8	32	14692	14692.03703												32	-8	14696	14696.03702					
						40	32	14740	14740.08901												-156	64	14852	14852.95715					
						-32	4	14644	14644.03551												44	8	14828	14828.06744					
						-136	12	14516	14516.64204												-36	12	14776	14776.04873					
						-116	-4	14772	14772.45599												-32	-8	14696	14696.03702					
						-4	-40	14840	14840.05445												-36	88	14684	14684.30781					
						-132	-44	14712	14712.65795												-8	0	14668	14668.00218					
						108	-84	14580	14580.64196												-52	-40	14704	14704.14635					
						-64	-12	14652	14652.14469												-40	-20	14696	14696.06805					
						-144	20	14788	14788.71462												-16	12	14720	14720.01359					
						-40	56	14716	14716.16091												-44	-36	14708	14708.10987					
						12	24	14760	14760.02439												52	-28	14776	14776.11803					
						16	-8	14660	14660.01091												-8	68	14692	14692.15954					
						12	-48	14716	14716.08317												12	-8	14840	14840.00701					
						40	60	14756	14756.1762												68	-24	14716	14716.17668					
						28	4	14748	14748.02712												56	20	14748	14748.11988					
						4	100	14780	14780.33883												4	-108	14848	14848.39331					
						-60	4	14812	14812.12206												-12	-44	14820	14820.07018					
						-84	48	14764	14764.31698												16	40	14760	14760.06287					
						8	36	14716	14716.04621												24	-56	14860	14860.1249					
						-24	4	14680	14680.02016												20	44	14696	14696.07948					
						-16	88	14624	14624.27352												-132	-96	14804	14804.89973					
						-12	16	14676	14676.01363												8	-64	14612	14612.14235					
						-32	0	14604	14604.03506												-28	-116	14688	14688.48474					
						-96	-64	14712	14712.45241												-24	8	14728	14728.02173					
						116	-64	14624	14624.6001												-12	48	14716	14716.08317					
						-80	-4	14712	14712.21805												-20	28	14880	14880.03978					
						-8	52	14764	14764.09374												-28	8	14640	14640.02896					
						108	-28	14700	14700.4234												-52	-48	14700	14700.17034					
						-44	44	14824	14824.1306												136	-64	14560	14560.7758					
						-32	-84	14672	14672.27535												-32	24	14712	14712.05438					
						20	-8	14700	14700.01578												-20	-12	14868	14868.01829					
						-40	48	14808	14808.13182												-44	76	14684	14684.2626					
						-124	72	14604	14604.7039												4	-4	14704	14704.00109					
						-100	-28	14800	14800.36432												-24	16	14740	14740.02822					
						16	28	14804	14804.03513												12	-20	14668	14668.01854					
						-72	36	14748	14748.21969												-16	16	14748	14748.01736					
						-56	32	14668	14668.1418												12	0	14892	14892.00483					
						-44	-44	14632	14632.13231												36	88	14832	14832.30474					
						-24	52	14740	14740.11126												8	40	14612	14612.05694					
						56	36	14812	14812.14961												56	8	14800	14800.10811					
						-36	4	14676	14676.0447												-28	80	14748	14748.24356					
						40	12	14872	14872.05863												84	44	14648	14648.30693					
						-4	60	14928	14928.12111												-24	-8	14640	14640.02186					
						32	80	14804	14804.25074												52	24	14764	14764.11108					
						-68	-68	14684	14684.3149												-92	0	14908	14908.28387					
						128	-28	14668	14668.58521												-112	-8	14764	14764.42698					
						0	-72	14632	14632.17714												-44	-4	14728	14728.06627					
						40	-8	14812	14812.05617												12	12	14668	14668.00982					
						-64	-24	14656	14656.15939												40	24	14672	14672.07415					
						-76	20	14720	14720.20978												-20	0	14832	14832.01348					
						-84	40	14744	14744.29354												-36	8	14816	14816.0459					
						-48	-36	14648	14648.12288												52	36	14832	14832.13484					
						32	36	14752	14752.07863												36	32	14780	14780.07848					
						-12	140	14648	14648.67393												16	92	14784	14784.29491					
						-16	-16	14648	14648.01748												44	16	14684	14684.07464					
						0	-92	14656	14656.28875												56	-12	14676	14676.11175					
						-24	16	14768	14768.02817												-88	40	14636	14636.31921					
						-44	16	14672	14672.0747												16	52	14728	14728.10049					
						-56	-64	14740	14740.24532												-100	16	14692	14692.34903					
						-52	-68	14704	14704.24918												32	96	14760	14760.34688					
						-36	52	14808	14808.13506												-12	32	14592	14592.04002					
						8	4	14692	14692.00272												56	100	14696	14696.44692					
						-24	0	14716	14716.01957												-36	4	14636	14636.04482					
						40	-28	14656	14656.08133												-148	8	14844	14844.73994					
						12	36	14720	14720.04891												-8	40	14784	14784.05628					
						-48	-64	14624	14624.21882												60	12	14736	14736.12704					
						0	100	14728	14728.33949												-88	16	14644	14644.27315					
						52	36	14656	14656.13646												76	48	14680	14680.2752					
						-44	-32	14644	14644.10106												-44	112	14744	14744.49104					
						-104	-40	14716	14716.42185												-64	12	14688	14688.14433					
						-60	12	14752	14752.1269												20	20	14608	14608.02738					
						-64	-28	14684	14684.16617												44	-24	14748	14748.08516					
						-12	-64	14724	14724.14398												32	32	14712	14712.0696					
						44	-56	14720	14720.17228												-96	-32	14768	14768.34669					
						64	-8	14716	14716.14134												76	-32	14628	14628.23243					
						-28	-8	14704	14704.02884												-44	28	14828	14828.09172					
						-80	52	14776	14776.30806												36	36	14692	14692.08821					
						-132	80	14704	14704.8101												36	-60	14760	14760.16585					
						-16	12	14744	14744.01356												-76	-8	14708	14708.19853					
						-60	12	14844	14844.12611												-12	-20	14728	14728.01847					
						-8	-20	14840	14840.01563												40	32	14652	14652.08954					
						56	36	14740	14740.15034												-20	-16	14744	14744.02225					
						-28	24	14656	14656.0464												12	-16	14728	14728.01358					
						-28	-32	14796	14796.0611												-28	-64	14716	14716.1658					
						20	12	14724	14724.01847												-28	-24	14632	14632.04647					
						12	-72	14768	14768.18039												64	44	14796	14796.20384					
						-44	4	14856	14856.0657												-92	80	14672	14672.50653					
						-144	4	14692	14692.70622												16	-24	14592	14592.02851					
						140	-48	14744	14744.74279												4	16	14824	14824.00917					
						4	12	14720	14720.00543												-40	-32	14780	14780.08877					
						-56	4	14708	14708.10715												-16	0	14776	14776.00866					
						-4	-52	14744	14744.09224												156	16	14656	14656.83895					
						-68	-40	14660	14660.21228												-100	20	14616	14616.35577					
						-44	-24	14684	14684.08554												-44	28	14684	14684.09262					
						-80	-76	14768	14768.41224												-4	-28	14880	14880.02688					
						16	8	14616	14616.01095												-76	-20	14712	14712.2099					
						16	-20	14644	14644.0224												-76	-72	14676	14676.37339					
						-4	8	14676	14676.00273												68	-16	14740	14740.16554					
						-40	8	14852	14852.05602												12	40	14696	14696.05934					
						-24	-8	14676	14676.0218												40	-48	14716	14716.13264					
						-72	16	14640	14640.18579												-60	76	14696	14696.31899					
						-40	-64	14704	14704.19369												-36	-24	14788	14788.06329					
						-28	-120	14728	14728.51547												-24	92	14712	14712.30723					
						4	52	14856	14856.09155												-128	-40	14752	14752.60953					
						32	-84	14708	14708.27468												-24	-40	14592	14592.07456					
						0	48	14724	14724.07824												12	-60	14852	14852.12604					
						-12	20	14664	14664.01855												-40	-64	14600	14600.19507					
						32	-8	14644	14644.03715												32	84	14820	14820.2726					
						-20	52	14784	14784.10498												-68	0	14796	14796.15626					
						36	68	14740	14740.20081												8	-60	14768	14768.12405					
						44	-16	14708	14708.07452												12	12	14828	14828.00971					
						28	8	14688	14688.02887												88	28	14784	14784.28842					
						-112	-52	14712	14712.51821												-24	32	14680	14680.0545					
						24	16	14616	14616.02846												48	-8	14780	14780.08011					
						4	-16	14584	14584.00933												12	-28	14764	14764.03143					
						16	-28	14728	14728.03531												-80	-8	14612	14612.22119					
						-24	28	14732	14732.04616												24	4	14808	14808.01999					
						64	48	14692	14692.2178												48	48	14848	14848.15517					
						-64	36	14772	14772.18251												20	-56	14644	14644.12073					
						-24	16	14672	14672.02835												-108	20	14604	14604.41303					
						28	-12	14656	14656.03166												4	24	14816	14816.01998					
						20	-20	14540	14540.02751												-96	-28	14800	14800.33783					
						-16	-84	14752	14752.24783												8	24	14652	14652.02184					
						8	-72	14660	14660.17899												-88	24	14732	14732.28238					
						-112	-16	14760	14760.4336												-108	44	14784	14784.45995					
						-56	-24	14800	14800.1254												28	-8	14620	14620.029					
						-76	-16	14728	14728.20478												32	-68	14664	14664.19258					
						-12	-72	14808	14808.1799												-36	-56	14660	14660.15116					
						-112	-24	14856	14856.44157												28	-20	14764	14764.0401					
						-28	56	14724	14724.13312												20	16	14696	14696.02232					
						-20	16	14592	14592.02248												40	-88	14736	14736.31704					
						56	52	14676	14676.19896												24	-12	14816	14816.0243					
						44	-16	14732	14732.0744												-100	-60	14680	14680.46321					
						4	8	14636	14636.00273												32	-24	14800	14800.05405					
						-72	100	14688	14688.51688												96	32	14556	14556.35174					
						-112	12	14596	14596.43463												-60	-12	14832	14832.12621					
						28	44	14716	14716.09242												-36	60	14656	14656.16703					
						-4	8	14692	14692.00272												-108	-88	14792	14792.65602					
						-44	-4	14704	14704.06638												56	92	14764	14764.39284					
						-72	-88	14752	14752.43817												20	-20	14796	14796.02703					
						-72	20	14976	14976.18643												-76	-48	14732	14732.27423					
						60	-8	14764	14764.12409												16	4	14728	14728.00923					
						80	-4	14808	14808.21664												-36	-16	14760	14760.05257					
						-8	72	14652	14652.17909												12	8	14732	14732.00706					
						32	64	14736	14736.17372												28	-64	14680	14680.16621					
						-44	-36	14740	14740.10963												60	-72	14708	14708.29861					
						-28	-64	14668	14668.16635												-68	44	14644	14644.22398					
						-68	12	14732	14732.16182												-4	-16	14712	14712.00924					
						-36	-4	14736	14736.04452												-56	32	14648	14648.142					
						-20	32	14788	14788.04815												-20	-52	14656	14656.10589					
						44	-56	14576	14576.17398												68	64	14756	14756.29547					
						-4	12	14600	14600.00548												60	-80	14668	14668.34087					
						-40	-8	14720	14720.05652												56	-72	14552	14552.28587					
						0	-68	14600	14600.15836												40	20	14680	14680.06812					
						-4	48	14640	14640.07923												40	12	14800	14800.05892					
						104	56	14772	14772.47224												20	76	14856	14856.20786					
						40	-60	14648	14648.1775												96	32	14772	14772.3466					
						-20	40	14800	14800.06757												-16	-16	14852	14852.01724					
						-48	-24	14572	14572.09882												-104	8	14636	14636.37168					
						-48	36	14692	14692.12252												28	36	14692	14692.07079					
						8	20	14640	14640.01585												8	68	14780	14780.15859					
						-44	-4	14668	14668.06654												76	-40	14624	14624.25219					
