Log 6	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 7	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 8	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 9	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 10	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude	Log 11	xAccel (LSB)	yAccel (LSB)	zAccel (LSB)	Magnitude
	-12	0	14804	14804.00486		-24	16	14728	14728.02825		64	-8	14648	14648.142		52	-56	14736	14736.19815		-104	20	14840	14840.37789					
	-56	-32	14732	14732.14119		-76	-32	14664	14664.23186		-20	-32	14700	14700.04844		-68	20	14748	14748.17033		-92	12	14572	14572.29536					
	44	-8	14680	14680.06812		-108	16	14600	14600.40821		40	-32	14600	14600.08986		84	-108	14732	14732.63534		-72	72	14692	14692.35284					
	80	56	14772	14772.32277		4	-12	14672	14672.00545		-12	-44	14700	14700.07075		188	-64	14740	14741.3378		-12	-72	14852	14852.17937					
	60	-48	14668	14668.20125		-28	-20	14728	14728.0402		-64	28	14756	14756.16536		4	-24	14528	14528.02037		8	-76	14648	14648.19934					
	-28	32	14652	14652.0617		-20	-40	14680	14680.06812		-52	16	14724	14724.10052		28	-24	14784	14784.046		36	48	14800	14800.12162					
	56	-40	14696	14696.16113		-20	84	14736	14736.25298		112	16	14776	14776.43313		-36	4	14712	14712.04459		-88	-24	14732	14732.28238					
	72	76	14748	14748.37157		-16	4	14672	14672.00927		-52	-28	14788	14788.11793		24	40	14684	14684.07409		24	48	14704	14704.09793					
	144	56	14840	14840.80429		16	-24	14692	14692.02831		-4	24	14752	14752.02007		12	-76	14632	14632.20229		20	48	14660	14660.09222					
	-40	84	14672	14672.29498		-20	-92	14680	14680.3019		-4	28	14692	14692.02723		40	-48	14800	14800.13189		64	-56	14764	14764.24492					
	-24	-60	14716	14716.14189		-20	-68	14728	14728.17056		24	16	14784	14784.02814		112	-68	14684	14684.58457		24	36	14592	14592.06414					
	112	84	14764	14764.66376		-116	48	14732	14732.53488		40	4	14888	14888.05427		8	32	14724	14724.03695		8	-16	14732	14732.01086					
	-68	-28	14716	14716.18374		20	-28	14756	14756.04012		40	68	14768	14768.21072		-40	36	14748	14748.09818		36	-12	14620	14620.04925					
	16	4	14852	14852.00916		-4	-16	14620	14620.0093		-8	-48	14748	14748.08028		48	-20	14824	14824.0912		-12	-48	14776	14776.08284					
	28	-44	14712	14712.09244		-112	4	14620	14620.42954		48	-44	14640	14640.14481		-24	-36	14824	14824.06314		-40	56	14608	14608.1621					
	-84	84	14744	14744.47856		-44	-76	14692	14692.26245		20	108	14776	14776.40822		68	20	14952	14952.168		60	52	14700	14700.21442					
	-124	16	14884	14884.52512		0	44	14836	14836.06525		-44	-32	14652	14652.10101		80	-68	14636	14636.3766		8	72	14832	14832.17691					
	148	-20	14708	14708.75821		24	-44	14812	14812.0848		40	104	14780	14780.42002		-12	32	14756	14756.03958		-32	-40	14736	14736.08903					
	-44	-56	14656	14656.17303		-112	-76	14600	14600.62738		-44	-48	14660	14660.14461		-12	56	14688	14688.11166		-56	-44	14732	14732.17214					
	-12	16	14696	14696.01361		0	-20	14688	14688.01362		-96	-64	14704	14704.45266		4	-44	14636	14636.06668		-40	0	14600	14600.05479					
	16	4	14588	14588.00932		32	-4	14724	14724.03532		92	-52	14840	14840.37628		76	-24	14856	14856.21378		-8	-32	14876	14876.03657					
	-8	-80	14648	14648.22064		-28	-108	14776	14776.42122		-104	28	14712	14712.39423		-12	-8	14564	14564.00714		0	60	14704	14704.12242					
	-64	-20	14708	14708.15284		84	-8	14704	14704.24211		-20	16	14612	14612.02245		36	-64	14672	14672.18375		56	12	14712	14712.11147					
	48	24	14632	14632.09841		-100	36	14680	14680.38474		-64	-24	14868	14868.15712		68	-24	14680	14680.17711		72	-12	14592	14592.18256					
	8	-8	14704	14704.00435		56	0	14644	14644.10707		-20	4	14800	14800.01405		96	36	14864	14864.3536		16	-40	14608	14608.06353					
	52	20	14684	14684.10569		4	-52	14768	14768.09209		-4	-8	14744	14744.00271		-24	-64	14724	14724.15865		-12	0	14656	14656.00491					
	52	28	14680	14680.1188		16	-60	14612	14612.13195		-80	8	14688	14688.22004		-72	28	14668	14668.20343		-20	-64	14644	14644.15351					
	28	-60	14752	14752.14859		-88	0	14672	14672.2639		-44	-12	14668	14668.0709		36	-4	14640	14640.04481		32	20	14756	14756.04825					
	68	-16	14676	14676.16626		32	60	14756	14756.15668		-64	4	14660	14660.14024		60	8	14740	14740.12429		4	-24	14660	14660.02019					
	-28	-16	14824	14824.03508		-96	-4	14700	14700.31401		40	24	14700	14700.07401		-32	36	14700	14700.07891		-8	-100	14748	14748.34119					
	-92	-88	14632	14632.55384		-92	48	14704	14704.36615		-32	48	14836	14836.11216		16	-56	14712	14712.11528		-76	20	14772	14772.20904					
	56	0	14820	14820.1058		0	64	14756	14756.13879		-16	-40	14752	14752.06291		36	-12	14832	14832.04854		-12	8	14704	14704.00707					
	48	16	14668	14668.08726		12	-12	14672	14672.00981		40	-48	14848	14848.13146		-128	-48	14704	14704.63546		96	80	14808	14808.52727					
	96	36	14768	14768.3559		20	24	14800	14800.03297		-52	8	14640	14640.09454		-28	52	14716	14716.11851		12	4	14796	14796.00541					
	-32	84	14680	14680.2752		-12	-4	14860	14860.00538		108	-48	14812	14812.4715		-4	-60	14636	14636.12353		-36	-12	14828	14828.04856					
	128	-80	14652	14652.77748		24	40	14768	14768.07367		20	64	14680	14680.15313		-48	52	14820	14820.16896		-40	-8	14796	14796.05623					
	-8	32	14624	14624.0372		52	40	14692	14692.14647		-88	-68	14656	14656.42194		76	16	14744	14744.20456		-16	-40	14876	14876.06238					
	-60	-44	14544	14544.19032		-20	-4	14632	14632.01422		64	-28	14756	14756.16536		64	-108	14752	14752.53416		-36	-28	14620	14620.07114					
	28	-64	14732	14732.16562		8	-64	14748	14748.14104		20	-56	14560	14560.12143		8	-16	14684	14684.0109		32	4	14632	14632.03554					
	-88	56	14556	14556.37372		-44	36	14736	14736.10966		52	-44	14656	14656.1583		176	36	14756	14757.09348		-44	52	14700	14700.15782					
	84	48	14648	14648.31949		-72	12	14728	14728.18088		-56	-16	14708	14708.11531		-20	-28	14760	14760.04011		-44	80	14620	14620.28509					
	64	24	14752	14752.15835		52	80	14640	14640.31093		32	-16	14752	14752.04338		20	-48	14788	14788.09143		-32	-84	14768	14768.27356					
	-48	4	14828	14828.07823		-100	44	14832	14832.40237		44	-52	14844	14844.15629		-84	-44	14660	14660.30668		20	12	14744	14744.01845					
	-72	32	14784	14784.20996		-8	-40	14792	14792.05625		8	20	14756	14756.01572		8	-64	14668	14668.1418		-64	60	14760	14760.2607					
	-20	48	14740	14740.09172		-8	-52	14776	14776.09367		44	-52	14604	14604.15886		-8	8	14684	14684.00436		-16	20	14860	14860.02207					
	72	-80	14760	14760.39241		-12	60	14672	14672.12759		52	-60	14776	14776.21332		28	-24	14740	14740.04613		64	-64	14688	14688.27886					
	40	56	14728	14728.16078		40	32	14780	14780.08877		0	-48	14656	14656.0786		-40	-24	14800	14800.07351		24	-40	14672	14672.07415					
	72	52	14584	14584.27043		-20	-64	14696	14696.15297		-8	-4	14796	14796.0027		36	36	14736	14736.08795		28	-40	14788	14788.08061					
	-20	-104	14716	14716.38108		52	44	14804	14804.15671		-64	-32	14868	14868.17218		104	-60	14768	14768.48807		28	44	14608	14608.0931					
	-16	-40	14628	14628.06344		-128	-20	14684	14684.5715		-60	-68	14608	14608.28149		76	96	14812	14812.50607		-72	-48	14624	14624.25602					
	0	-104	14608	14608.3702		-88	-108	14620	14620.66373		32	-52	14704	14704.12677		-80	-44	14716	14716.28323		-28	16	14720	14720.03533					
	-56	-8	14820	14820.10796		-20	36	14708	14708.05766		0	-8	14768	14768.00217		52	12	14732	14732.09666		16	-16	14764	14764.01734					
	-12	-92	14700	14700.29279		40	28	14764	14764.08074		-36	0	14648	14648.04424		8	-8	14704	14704.00435		-96	-100	14472	14472.66389					
	-80	-80	14832	14832.43149		-20	88	14784	14784.27543		-36	56	14688	14688.15087		0	124	14720	14720.52227		148	60	14804	14804.86136					
	52	88	14668	14668.35615		-24	48	14712	14712.09788		28	124	14632	14632.5522		-108	-68	14692	14692.5543		-20	24	14700	14700.0332					
	44	40	14792	14792.11952		-52	-36	14688	14688.13616		4	-12	14736	14736.00543		32	84	14660	14660.27558		104	76	14852	14852.55857					
	12	-48	14876	14876.08228		40	16	14920	14920.0622		40	-48	14592	14592.13377		76	8	14772	14772.19767		44	16	14868	14868.07372					
	-36	-16	14748	14748.05262		28	140	14708	14708.69294		-76	28	14656	14656.2238		-68	48	14656	14656.23635		28	-8	14776	14776.0287					
	-84	72	14840	14840.41239		-16	-32	14676	14676.04361		-8	64	14724	14724.14127		56	28	14680	14680.13351		-72	8	14728	14728.17816					
	76	-24	14700	14700.21605		28	-88	14740	14740.28928		-8	44	14708	14708.06799		16	0	14668	14668.00873		-44	-48	14780	14780.14344					
	72	40	14608	14608.2322		-84	-60	14672	14672.36314		104	-24	14652	14652.38875		20	4	14640	14640.01421		8	-68	14712	14712.15932					
	-28	4	14792	14792.02704		-32	92	14656	14656.32369		-60	4	14824	14824.12196		-52	-80	14744	14744.30873		12	48	14568	14568.08402					
	36	0	14804	14804.04377		28	-52	14776	14776.11803		16	8	14700	14700.01088		20	-40	14784	14784.06764		32	4	14680	14680.03542					
	4	24	14672	14672.02017		20	-16	14780	14780.02219		-20	-44	14728	14728.0793		68	-16	14808	14808.16477		-36	28	14892	14892.06984					
	44	100	14664	14664.40698		20	44	14824	14824.07879		0	-52	14796	14796.09138		0	-16	14764	14764.00867		-8	8	14820	14820.00432					
	64	28	14716	14716.1658		40	-44	14680	14680.12044		20	72	14788	14788.1888		-16	-60	14664	14664.13148		-20	-68	14772	14772.17005					
	-48	52	14624	14624.17122		-24	-16	14664	14664.02837		28	-12	14724	14724.03151		36	120	14668	14668.53503		32	-4	14752	14752.03525					
	60	-56	14804	14804.2275		-24	-24	14924	14924.0386		-128	0	14688	14688.55772		28	64	14712	14712.16585		32	-92	14744	14744.32175					
	0	16	14712	14712.0087		-52	84	14840	14840.32884		12	48	14772	14772.08286		-8	12	14632	14632.00711		-12	36	14664	14664.0491					
	44	56	14624	14624.17341		-44	28	14716	14716.09242		-4	0	14692	14692.00054		120	8	14688	14688.49237		48	88	14772	14772.3401					
	-68	-92	14804	14804.44204		28	64	14764	14764.16527		32	-16	14688	14688.04357		-20	40	14708	14708.06799		-8	-80	14760	14760.21897					
	-72	-48	14696	14696.25476		8	8	14688	14688.00436		52	-8	14772	14772.09369		20	44	14668	14668.07963		96	16	14704	14704.32209					
	24	-44	14636	14636.08582		-48	-32	14812	14812.11234		28	-36	14780	14780.07037		20	48	14724	14724.09182		-124	16	14644	14644.53372					
	-48	64	14636	14636.21864		12	12	14768	14768.00975		-56	-16	14724	14724.11519		112	72	14832	14832.59761		52	-32	14556	14556.12806					
	20	60	14660	14660.13643		-48	-80	14680	14680.29645		-96	-8	14760	14760.31436		40	-8	14760	14760.05637		-60	72	14768	14768.2974					
	-52	28	14740	14740.11832		-68	-52	14900	14900.2459		-20	104	14760	14760.37994		4	-16	14660	14660.00928		-104	28	14864	14864.3902					
	-28	8	14696	14696.02885		0	-20	14708	14708.0136		28	64	14724	14724.16571		28	8	14616	14616.02901		-4	-80	14684	14684.21847					
	-52	-48	14756	14756.16969		76	-52	14816	14816.28617		-76	-64	14604	14604.33799		24	-72	14800	14800.19459		36	-40	14768	14768.09805					
	-44	-8	14628	14628.06836		120	76	14800	14800.68161		96	8	14704	14704.31556		116	60	14812	14812.57574		-60	60	14764	14764.24383					
	-48	-32	14748	14748.11283		-8	-72	14668	14668.17889		-44	-16	14816	14816.07397		16	-64	14752	14752.1475		108	48	14620	14620.47769					
	-12	-84	14672	14672.24536		32	16	14672	14672.04362		-48	52	14816	14816.16901		88	-40	14668	14668.31851		-52	-80	14600	14600.31178					
	24	4	14716	14716.02011		-44	4	14816	14816.06587		20	-52	14724	14724.10541		20	-8	14836	14836.01564		-16	-4	14752	14752.00922					
	28	-12	14748	14748.03146		-92	8	14764	14764.28881		-36	-12	14732	14732.04887		40	-60	14764	14764.1761		-4	28	14660	14660.02729					
	-16	4	14924	14924.00911		-4	24	14668	14668.02018		20	8	14760	14760.01572		-48	24	14624	14624.09847		44	4	14684	14684.06647					
	16	36	14648	14648.05298		-64	-32	14680	14680.17439		-36	0	14624	14624.04431		0	-24	14740	14740.01954		0	-20	14780	14780.01353					
	-60	-20	14672	14672.13631		16	88	14668	14668.2727		12	-32	14812	14812.03943		-24	-20	14696	14696.03321		-8	-92	14696	14696.29014					
	68	28	14640	14640.1847		-8	0	14724	14724.00217		-84	32	14624	14624.27626		-16	52	14576	14576.10154		-136	-72	14704	14704.8052					
	-40	12	14716	14716.05926		16	-44	14636	14636.07488		68	0	14704	14704.15724		-20	-20	14784	14784.02706		-16	4	14756	14756.00922					
	-28	-16	14832	14832.03506		-24	4	14728	14728.0201		96	-60	14464	14464.44302		8	-24	14676	14676.0218		8	-32	14720	14720.03696					
	-4	4	14668	14668.00109		48	24	14704	14704.09793		-24	4	14780	14780.02003		-68	4	14736	14736.15744		104	-12	14672	14672.3735					
	16	20	14712	14712.02229		40	-4	14712	14712.05492		20	4	14760	14760.01409		-24	-32	14668	14668.05454		20	-88	14804	14804.27506					
	28	20	14808	14808.03998		-24	-4	14704	14704.02013		-92	-8	14900	14900.28617		-144	28	14792	14792.7274		-72	-60	14680	14680.29918					
	108	24	14676	14676.417		-80	-88	14720	14720.48043		16	-8	14680	14680.0109		-108	88	14840	14840.65389		108	-40	14772	14772.44895					
	-16	52	14600	14600.10137		-36	-48	14624	14624.12308		20	80	14576	14576.23326		56	-16	14612	14612.11607		12	-16	14728	14728.01358					
	28	-4	14628	14628.02734		64	-28	14784	14784.16504		0	20	14720	14720.01359		-52	-108	14712	14712.4883		-72	60	14712	14712.29853					
	-44	-8	14792	14792.0676		28	-104	14868	14868.39009		-36	68	14724	14724.20103		32	72	14764	14764.21024		0	68	14552	14552.15888					
	-72	-64	14744	14744.3147		20	60	14692	14692.13613		-88	40	14776	14776.31619		-68	16	14616	14616.16694		-16	-40	14708	14708.06309					
	-20	32	14672	14672.04853		24	24	14820	14820.03887		12	48	14712	14712.0832		-28	-16	14672	14672.03544		36	-52	14732	14732.13576					
	52	72	14704	14704.26822		-4	40	14640	14640.05519		-84	-12	14796	14796.24331		-36	-20	14768	14768.05742		8	100	14700	14700.34231					
	120	-60	14720	14720.6114		-8	-8	14640	14640.00437		28	44	14740	14740.09227		84	68	14808	14808.39438		124	-28	14728	14728.5486					
	-56	32	14784	14784.14069		0	24	14864	14864.01938		-24	0	14760	14760.01951		-28	4	14784	14784.02706		92	-52	14700	14700.37986					
	40	0	14692	14692.05445		24	-12	14752	14752.0244		-32	-96	14696	14696.34839		-28	16	14796	14796.03514		-20	-28	14820	14820.03995					
	-80	-4	14788	14788.21693		16	64	14680	14680.14823		8	32	14728	14728.03694		-56	60	14676	14676.22949		68	16	14696	14696.16603					
	-100	56	14660	14660.44801		84	4	14820	14820.23859		-56	108	14624	14624.50601		0	-36	14712	14712.04405		16	-40	14704	14704.06311					
	-68	92	14592	14592.44846		0	-56	14756	14756.10626		-80	-4	14588	14588.21991		-16	16	14736	14736.01737		8	0	14792	14792.00216					
	16	-60	14616	14616.13191		-60	12	14764	14764.12679		20	-80	14804	14804.22967		-56	-4	14696	14696.10724		-28	24	14756	14756.04608					
	80	-8	14628	14628.22094		-44	-16	14748	14748.07431		32	-84	14740	14740.27408		24	-12	14852	14852.02424		-32	88	14772	14772.29677					
	-60	92	14708	14708.41011		-56	-28	14840	14840.13207		0	-40	14768	14768.05417		-20	-24	14632	14632.03335		-84	28	14596	14596.26856					
	28	16	14700	14700.03537		-12	-16	14492	14492.0138		60	60	14660	14660.24556		4	36	14668	14668.04472		-56	-16	14780	14780.11475					
	-40	-116	14648	14648.51392		24	-4	14776	14776.02003		-4	-80	14576	14576.22009		68	-64	14772	14772.29515		-60	8	14812	14812.12368					
	20	-68	14772	14772.17005		-64	4	14776	14776.13914		32	-20	14704	14704.04842		-28	28	14704	14704.05332		-52	60	14628	14628.21548					
	-20	28	14752	14752.04013		-32	84	14720	14720.27445		16	-108	14704	14704.40533		-24	96	14808	14808.33063		16	28	14744	14744.03527					
	-24	36	14812	14812.06319		-52	8	14736	14736.09392		20	-8	14716	14716.01577		-60	36	14768	14768.16576		8	8	14700	14700.00435					
	-84	36	14740	14740.28331		8	52	14768	14768.09372		80	-24	14716	14716.23702		-108	20	14824	14824.4069		-76	-8	14864	14864.19645					
	-56	-80	14792	14792.32233		-28	-88	14776	14776.28857		12	-44	14704	14704.07073		-68	-48	14808	14808.23393		-56	24	14632	14632.12684					
	-32	36	14760	14760.07859		-64	8	14684	14684.14165		-48	-20	14752	14752.09165		184	16	14564	14565.17106		-96	56	14744	14744.41888					
	-12	4	14760	14760.00542		-76	-68	14800	14800.35135		28	44	14844	14844.09162		32	-124	14696	14696.55796		12	12	14680	14680.00981					
	-56	-12	14888	14888.11016		4	-52	14720	14720.09239		-16	84	14904	14904.2453		44	-44	14872	14872.13018		0	-68	14796	14796.15626					
	76	32	14752	14752.23048		24	56	14776	14776.12561		-24	36	14844	14844.06306		80	-124	14768	14768.73725		92	-40	14816	14816.33963					
	-40	44	14628	14628.12086		-48	28	14808	14808.10427		-68	-72	14596	14596.33598		-72	-16	14760	14760.18428		20	56	14788	14788.11956					
	-84	0	14780	14780.2387		-44	0	14752	14752.06562		-20	-16	14700	14700.02231		-28	-36	14764	14764.07044		-92	28	14716	14716.31421					
	0	-16	14660	14660.00873		20	4	14620	14620.01423		-88	8	14716	14716.26529		80	28	14720	14720.24402		-140	-48	14712	14712.74441					
	-96	0	14900	14900.30926		12	-16	14728	14728.01358		64	-8	14760	14760.14092		-116	12	14528	14528.46805		20	40	14776	14776.06768					
	32	-32	14736	14736.06949		-36	20	14776	14776.05739		-24	80	14652	14652.23805		-36	-44	14736	14736.10966		-76	40	14716	14716.25061					
	-40	32	14772	14772.08882		40	-24	14892	14892.07306		28	-52	14768	14768.11809		8	4	14644	14644.00273		-16	-40	14688	14688.06318					
	16	-4	14712	14712.00924		0	64	14688	14688.13943		4	-80	14620	14620.21942		20	4	14688	14688.01416		4	-40	14680	14680.05504					
	8	-12	14676	14676.00709		52	16	14768	14768.10022		44	-88	14676	14676.32979		16	-116	14740	14740.46512		-72	-92	14672	14672.4651					
	-80	-12	14804	14804.22102		-12	-4	14748	14748.00542		116	-48	14752	14752.53416		-92	-12	14724	14724.29231		-12	4	14700	14700.00544					
	12	4	14612	14612.00547		32	56	14756	14756.14096		40	24	14700	14700.07401		40	-52	14832	14832.14509		16	-8	14876	14876.01076					
	60	8	14760	14760.12412		96	0	14796	14796.31143		-16	24	14668	14668.02836		-24	-16	14668	14668.02836		-72	-68	14748	14748.33252					
	-56	-88	14788	14788.36786		-16	36	14860	14860.05222		32	-8	14876	14876.03657		-28	36	14704	14704.07073		-24	-108	14684	14684.41677					
	-20	-36	14656	14656.05786		68	4	14684	14684.15799		-52	120	14668	14668.58303		40	-24	14672	14672.07415		-100	-36	14824	14824.381					
	-68	44	14732	14732.22264		-12	-20	14640	14640.01858		20	56	14768	14768.11972		24	52	14760	14760.11111		4	-52	14660	14660.09277					
	24	20	14716	14716.03316		4	-32	14656	14656.03548		0	-12	14740	14740.00488		20	-48	14724	14724.09182		100	52	14784	14784.42965					
	-40	-36	14720	14720.09837		32	12	14732	14732.03964		28	24	14684	14684.04631		0	72	14616	14616.17734		60	28	14708	14708.14903					
	-44	28	14692	14692.09257		0	12	14732	14732.00489		-100	4	14644	14644.34198		80	-32	14708	14708.25238		28	-104	14720	14720.39402					
	-72	44	14756	14756.24126		-56	-36	14776	14776.14997		-32	24	14764	14764.05419		28	24	14656	14656.0464		52	0	14760	14760.0916					
	52	44	14676	14676.15808		56	-92	14600	14600.39725		-8	-56	14736	14736.10858		0	12	14708	14708.0049		-12	-32	14700	14700.03973					
	44	-52	14724	14724.15757		64	-64	14688	14688.27886		-36	-112	14728	14728.46985		120	40	14852	14852.53864		-52	-40	14604	14604.14736					
	-36	-24	14784	14784.06331		-28	-8	14704	14704.02884		20	4	14792	14792.01406		44	-140	14696	14696.7327		32	88	14604	14604.30019					
	32	-36	14704	14704.07889		-112	12	14696	14696.43168		-8	-72	14800	14800.1773		-28	76	14884	14884.22037		-60	-44	14676	14676.18861					
	52	8	14752	14752.09382		-8	-32	14748	14748.03689		-36	80	14692	14692.26191		-68	-16	14644	14644.16662		-84	4	14708	14708.24041					
	-24	-48	14744	14744.09767		-56	-20	14840	14840.11914		100	20	14556	14556.35724		16	-68	14580	14580.16735		-48	32	14544	14544.11441					
	-76	60	14720	14720.31847		52	32	14772	14772.12618		80	-32	14708	14708.25238		-188	-76	14896	14897.38017		64	112	14812	14812.5617					
	-28	100	14792	14792.36452		-56	16	14908	14908.11376		8	64	14592	14592.14254		28	-24	14804	14804.04593		-16	-4	14760	14760.00921					
	16	-96	14752	14752.32104		28	28	14624	14624.05361		84	0	14712	14712.2398		80	16	14680	14680.2267		-76	16	14748	14748.2045					
	-56	104	14700	14700.47455		-24	64	14660	14660.15934		16	-36	14672	14672.05289		-8	-44	14700	14700.06803		4	72	14796	14796.17572					
	0	24	14532	14532.01982		-56	-32	14624	14624.14223		-32	-32	14764	14764.06936		-56	44	14776	14776.17163		68	40	14720	14720.21141					
	-20	-36	14692	14692.05772		16	0	14792	14792.00865		-36	32	14696	14696.07893		12	-48	14720	14720.08315		8	52	14856	14856.09316					
	40	-56	14644	14644.1617		-12	68	14748	14748.16165		-68	40	14792	14792.21038		-80	28	14840	14840.24205		-24	4	14940	14940.01981					
	52	-124	14752	14752.61279		112	68	14704	14704.58378		-48	-92	14780	14780.36427		-12	-48	14812	14812.08264		-28	-32	14780	14780.06116					
	36	44	14688	14688.11002		-52	-56	14740	14740.1981		-8	-24	14772	14772.02166		36	-8	14592	14592.0466		-52	-36	14620	14620.1368					
	-128	-32	14804	14804.58794		24	24	14728	14728.03911		-28	-56	14672	14672.13359		12	12	14692	14692.0098		32	-8	14644	14644.03715					
	12	20	14656	14656.01856		-24	-36	14752	14752.06345		-16	12	14616	14616.01368		-28	92	14712	14712.3143		-4	16	14812	14812.00918					
	-20	48	14760	14760.0916		60	8	14692	14692.12469		-12	48	14732	14732.08308		44	28	14736	14736.09229		-12	-24	14640	14640.02459					
	-52	-132	14760	14760.68183		-52	0	14632	14632.0924		16	60	14784	14784.13041		20	116	14672	14672.47218		-84	-80	14652	14652.45918					
	20	0	14716	14716.01359		12	-52	14776	14776.09637		80	-24	14668	14668.23779		-84	8	14564	14564.24444		88	16	14812	14812.27005					
	-72	-80	14764	14764.3923		52	-32	14764	14764.12625		-20	-16	14804	14804.02216		88	12	14664	14664.26896		-52	-32	14556	14556.12806					
	-4	8	14684	14684.00272		-68	-8	14732	14732.15911		32	28	14704	14704.06148		-16	-24	14580	14580.02853		64	52	14724	14724.23091					
	-84	32	14708	14708.27468		-80	72	14712	14712.39369		40	40	14620	14620.10944		12	-64	14712	14712.1441		-96	84	14704	14704.55331					
	-68	48	14656	14656.23635		48	0	14724	14724.07824		-32	-12	14676	14676.03979		-104	56	14584	14584.47832		20	8	14620	14620.01587					
	76	-176	14668	14669.25274		-28	-28	14776	14776.05306		0	-4	14712	14712.00054		-52	-68	14552	14552.25178		68	-88	14660	14660.42182					
	-16	-24	14764	14764.02818		68	-20	14740	14740.17042		16	64	14728	14728.14775		-36	20	14852	14852.0571		40	-48	14668	14668.13308					
	32	-40	14648	14648.08957		40	-16	14720	14720.06304		20	-48	14724	14724.09182		-56	24	14812	14812.1253		8	-76	14864	14864.19645					
	16	-16	14772	14772.01733		-40	32	14760	14760.08889		0	28	14764	14764.02655		-36	-28	14692	14692.07079		-24	0	14640	14640.01967					
	-36	72	14720	14720.22011		-52	80	14736	14736.3089		60	68	14724	14724.27927		40	0	14680	14680.0545		-68	-32	14560	14560.19395					
	8	-16	14684	14684.0109		24	-68	14676	14676.17716		48	92	14756	14756.36486		-56	-52	14788	14788.19746		-12	16	14752	14752.01356					
	12	-120	14724	14724.49388		-28	-52	14696	14696.11867		68	-20	14760	14760.17019		20	-40	14648	14648.06827		-60	12	14688	14688.12745					
	-88	28	14660	14660.29086		-48	-148	14764	14764.81981		-44	20	14664	14664.07965		24	-52	14844	14844.11048		40	-64	14764	14764.1929					
	-32	-20	14608	14608.04874		64	4	14792	14792.13899		-20	16	14672	14672.02236		20	-60	14640	14640.13661		-28	16	14800	14800.03514					
	-68	44	14708	14708.22301		-112	32	14672	14672.46237		-80	-44	14704	14704.28346		12	-52	14672	14672.09706		-4	4	14616	14616.00109					
	-16	-92	14724	14724.29611		-100	12	14636	14636.34654		-12	8	14680	14680.00708		96	-52	14704	14704.40533		76	88	14524	14524.46543					
	60	-76	14752	14752.31778		-8	-60	14760	14760.12412		0	-36	14724	14724.04401		-44	-36	14760	14760.10948		-76	-64	14752	14752.33459					
	148	-40	14712	14712.79878		36	8	14668	14668.04636		24	28	14624	14624.0465		4	20	14624	14624.01422		56	76	14644	14644.30429					
	-56	84	14736	14736.34582		12	48	14680	14680.08338		-24	72	14764	14764.19507		12	20	14852	14852.01831		-16	-36	14704	14704.05277					
	0	-12	14812	14812.00486		12	-44	14736	14736.07058		-12	84	14652	14652.2457		20	12	14692	14692.01851		8	80	14660	14660.22046					
	24	4	14768	14768.02004		-80	44	14844	14844.28078		68	-12	14736	14736.16178		-72	0	14612	14612.17739		-68	-16	14752	14752.1654					
	20	-36	14732	14732.05756		12	-48	14616	14616.08374		8	-44	14692	14692.06806		24	72	14688	14688.19608		16	24	14796	14796.02812					
	-36	-68	14704	14704.2013		44	0	14696	14696.06587		64	28	14728	14728.16567		-80	-4	14688	14688.21841		-52	88	14672	14672.35605					
	-96	-44	14652	14652.38056		-8	-16	14712	14712.01088		-36	-24	14568	14568.06425		8	-8	14700	14700.00435		56	-28	14720	14720.13315					
	88	-48	14768	14768.34019		8	72	14632	14632.17933		16	-84	14668	14668.24925		108	36	14668	14668.44177		-4	-44	14716	14716.06632					
	0	44	14900	14900.06497		-16	-40	14664	14664.06328		-164	52	14728	14729.00485		4	-20	14848	14848.01401		4	-8	14728	14728.00272					
	32	-40	14644	14644.08959		52	-56	14964	14964.19513		-4	-40	14904	14904.05421		-136	4	14684	14684.63033		-36	16	14820	14820.05236					
	0	-28	14820	14820.02645		-108	-24	14868	14868.41162		32	24	14668	14668.05454		8	-64	14732	14732.14119		-60	4	14620	14620.12367					
	-52	-36	14648	14648.13654		-60	-48	14748	14748.20016		16	4	14816	14816.00918		-24	-72	14744	14744.19533		4	-52	14752	14752.09219					
	-20	-4	14644	14644.0142		8	72	14640	14640.17923		36	-32	14676	14676.07904		108	-4	14864	14864.39289		40	64	14716	14716.19353					
	-36	24	14828	14828.06312		12	-60	14612	14612.12811		-28	12	14916	14916.03111		68	-12	14712	14712.16204		-24	28	14876	14876.04571					
	-12	16	14612	14612.01369		-92	-76	14768	14768.48212		16	-36	14756	14756.05259		-28	12	14772	14772.03141		-80	28	14796	14796.24277					
	-80	-80	14736	14736.4343		-36	52	14648	14648.13654		8	-88	14596	14596.26747		-96	-24	14704	14704.33297		32	4	14848	14848.03502					
	28	-16	14708	14708.03535		-48	16	14728	14728.08691		52	-68	14712	14712.24905		124	12	14832	14832.52318		-72	-68	14660	14660.33451					
	24	-104	14696	14696.38758		24	40	14804	14804.07349		0	-68	14732	14732.15694		4	-48	14600	14600.07945		44	88	14708	14708.32907					
