Log 0	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 1	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 2	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 3	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 4	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 5	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)
									-92	-40	4												
									-94	-27	6												
									-98	-33	4												
									-93	-33	3												
									-95	-32	3												
									-95	-32	7												
									-93	-35	8												
									-90	-32	19												
									-90	-28	12												
									-94	-37	7												
									-95	-34	10												
									-92	-35	1												
									-90	-34	6												
									-88	-36	1												
									-92	-35	5												
									-95	-36	-1												
									-92	-41	13												
									-92	-31	14												
									-91	-31	8												
									-95	-42	9												
									-94	-28	6												
									-91	-39	13												
									-92	-30	0												
									-89	-34	14												
									-89	-34	-1												
									-91	-30	6												
									-93	-34	14												
									-99	-31	7												
									-89	-33	11												
									-93	-33	9												
									-91	-32	6												
									-91	-33	5												
									-92	-31	1												
									-96	-31	7												
									-84	-30	5												
									-93	-29	5												
									-90	-38	8												
									-89	-29	6												
									-93	-29	10												
									-89	-34	7												
									-91	-32	15												
									-94	-33	14												
									-96	-37	10												
									-95	-28	8												
									-89	-32	10												
									-94	-30	11												
									-97	-33	10												
									-91	-30	3												
									-92	-30	10												
									-93	-36	4												
									-92	-30	6												
									-93	-30	-1												
									-96	-36	8												
									-91	-38	18												
									-92	-32	9												
									-92	-35	9												
									-91	-31	5												
									-93	-33	11												
									-97	-39	4												
									-94	-36	8												
									-92	-32	10												
									-89	-32	4												
									-91	-38	11												
									-92	-34	8												
									-91	-31	9												
									-90	-34	10												
									-92	-33	2												
									-94	-33	7												
									-87	-38	6												
									-90	-32	5												
									-91	-27	6												
									-94	-28	10												
									-92	-33	13												
									-92	-37	14												
									-94	-30	6												
									-93	-36	11												
									-92	-28	-2												
									-83	-32	2												
									-93	-38	6												
									-88	-30	10												
									-86	-35	5												
									-91	-36	3												
									-93	-32	1												
									-95	-35	5												
									-87	-31	9												
									-93	-31	13												
									-95	-33	20												
									-87	-33	13												
									-89	-27	5												
									-89	-30	1												
									-92	-33	11												
									-88	-33	5												
									-89	-34	4												
									-91	-25	9												
									-93	-29	9												
									-89	-31	11												
									-90	-30	9												
									-93	-34	2												
									-92	-32	8												
									-91	-39	5												
									-91	-34	4												
									-96	-34	4												
									-91	-29	6												
									-92	-36	5												
									-88	-35	11												
									-94	-28	8												
									-94	-29	11												
									-97	-35	8												
									-92	-33	5												
									-93	-38	10												
									-91	-33	9												
									-91	-30	3												
									-88	-34	5												
									-95	-34	5												
									-87	-32	7												
									-90	-29	8												
									-92	-28	11												
									-88	-31	14												
									-97	-31	6												
									-93	-30	13												
									-96	-34	4												
									-92	-34	8												
									-90	-37	8												
									-90	-35	7												
									-96	-32	11												
									-94	-30	8												
									-97	-37	8												
									-88	-34	3												
									-92	-36	6												
									-89	-32	5												
									-94	-36	7												
									-93	-31	-2												
									-94	-29	11												
									-94	-37	14												
									-94	-35	11												
									-96	-31	12												
									-96	-29	6												
									-91	-29	10												
									-93	-38	10												
									-86	-26	7												
									-91	-34	6												
									-92	-28	6												
									-94	-34	8												
									-93	-33	13												
									-91	-34	10												
									-95	-29	10												
									-92	-32	9												
									-95	-35	8												
									-92	-31	4												
									-90	-38	6												
									-90	-31	5												
									-88	-34	11												
									-91	-31	9												
									-88	-33	9												
									-94	-32	9												
									-91	-30	8												
									-94	-31	9												
									-92	-27	8												
									-93	-31	7												
									-93	-35	12												
									-89	-33	4												
									-95	-36	-1												
									-92	-32	0												
									-92	-32	12												
									-92	-32	6												
									-89	-34	13												
									-92	-35	8												
									-94	-30	4												
									-96	-36	12												
									-92	-31	12												
									-92	-35	3												
									-87	-33	5												
									-92	-34	13												
									-90	-32	14												
									-92	-33	6												
									-90	-39	10												
									-94	-29	8												
									-93	-32	7												
									-87	-32	10												
									-95	-32	8												
									-90	-32	11												
									-90	-29	5												
									-87	-33	6												
									-92	-31	8												
									-86	-30	16												
									-91	-38	1												
									-95	-38	3												
									-91	-29	6												
									-92	-30	9												
									-90	-35	10												
									-90	-35	11												
									-92	-42	3												
									-94	-34	0												
									-96	-39	12												
									-87	-35	6												
									-91	-39	9												
									-88	-32	6												
									-94	-35	8												
									-89	-33	5												
									-89	-34	5												
									-91	-34	9												
									-92	-35	10												
									-91	-33	10												
									-94	-31	11												
									-91	-38	8												
									-92	-29	9												
									-92	-31	7												
									-92	-38	8												
									-97	-31	10												
									-91	-30	11												
									-92	-30	9												
									-96	-32	10												
									-94	-27	6												
									-86	-42	8												
									-91	-36	8												
									-90	-28	8												
									-94	-36	11												
									-92	-29	5												
									-90	-34	11												
									-90	-35	6												
									-90	-30	10												
									-92	-35	6												
									-95	-31	15												
									-90	-36	3												
									-90	-35	7												
									-90	-28	13												
									-91	-32	5												
									-89	-34	2												
									-90	-33	8												
									-91	-30	6												
									-90	-33	7												
									-90	-29	10												
									-88	-34	7												
									-91	-30	11												
									-88	-28	5												
									-90	-33	4												
									-90	-32	8												
									-93	-38	14												
									-90	-32	12												
									-88	-32	6												
									-93	-40	5												
									-90	-37	9												
									-90	-31	13												
									-90	-33	4												
									-89	-31	5												
									-95	-32	1												
									-88	-30	7												
									-93	-34	7												
									-89	-39	7												
									-89	-37	6												
									-90	-35	9												
									-87	-34	6												
									-89	-34	16												
									-96	-37	11												
									-96	-32	13												
									-90	-34	13												
									-95	-37	3												
									-93	-34	0												
									-92	-29	11												
									-92	-28	8												
									-93	-27	7												
									-92	-31	6												
									-90	-31	6												
									-93	-32	7												
									-92	-31	4												
									-91	-26	6												
									-93	-35	1												
									-88	-28	1												
									-96	-35	4												
									-94	-32	7												
									-95	-36	3												
									-89	-33	8												
									-92	-27	15												
									-89	-32	1												
									-92	-36	9												
									-93	-32	2												
									-89	-34	2												
									-91	-38	14												
									-90	-36	13												
									-95	-33	2												
									-92	-32	9												
									-91	-35	12												
									-91	-33	6												
									-94	-32	8												
									-93	-35	8												
									-91	-32	1												
									-90	-31	10												
									-94	-35	2												
									-96	-34	11												
									-92	-38	10												
									-91	-34	9												
									-98	-33	14												
									-91	-40	7												
									-93	-26	8												
									-91	-38	12												
									-88	-33	9												
									-90	-33	8												
									-93	-34	12												
									-92	-34	3												
									-92	-35	5												
									-94	-29	13												
									-91	-30	4												
									-100	-29	8												
									-95	-33	7												
									-96	-32	6												
									-90	-30	11												
									-89	-31	-1												
									-89	-36	8												
									-96	-33	9												
									-90	-32	5												
									-92	-29	5												
									-94	-33	7												
									-91	-33	9												
									-92	-33	-2												
									-93	-37	8												
									-91	-34	6												
									-91	-33	7												
									-93	-32	8												
									-93	-37	10												
									-95	-36	13												
									-94	-30	12												
									-94	-35	11												
									-91	-34	10												
									-95	-34	0												
									-91	-35	4												
									-89	-34	6												
									-89	-31	12												
									-98	-34	8												
									-94	-32	6												
									-89	-31	11												
									-94	-36	10												
									-92	-28	6												
									-90	-35	7												
									-94	-34	7												
									-86	-34	9												
									-91	-28	7												
									-87	-32	9												
									-92	-33	7												
									-89	-35	7												
									-91	-30	10												
									-87	-30	0												
									-91	-28	5												
									-88	-33	10												
									-94	-32	4												
									-91	-32	8												
									-92	-30	9												
									-92	-33	9												
									-91	-33	8												
									-92	-31	4												
									-90	-37	8												
									-92	-36	6												
									-89	-34	7												
									-89	-31	6												
									-90	-29	9												
									-90	-33	5												
									-92	-35	10												
									-94	-37	6												
									-91	-30	9												
									-92	-30	8												
									-86	-36	6												
									-94	-29	1												
									-93	-29	4												
									-89	-33	11												
									-94	-31	5												
									-96	-39	9												
									-90	-34	4												
									-87	-32	5												
									-94	-32	9												
									-95	-33	1												
									-97	-37	8												
									-91	-32	9												
									-93	-33	9												
									-90	-31	5												
									-90	-32	14												
									-89	-39	2												
									-89	-29	11												
									-88	-35	8												
									-91	-34	9												
									-87	-31	1												
									-91	-34	10												
									-92	-36	5												
									-93	-31	5												
									-94	-30	4												
									-90	-28	9												
									-86	-34	11												
									-88	-34	17												
									-93	-34	6												
									-92	-37	9												
									-92	-30	8												
									-92	-37	6												
									-90	-33	7												
									-94	-39	12												
									-93	-37	7												
									-92	-37	-3												
									-89	-33	8												
									-90	-31	6												
									-92	-31	10												
									-92	-29	15												
									-90	-32	15												
									-92	-31	-1												
									-92	-33	5												
									-92	-34	13												
									-95	-42	15												
									-99	-35	14												
									-88	-37	10												
									-97	-35	9												
									-96	-35	8												
									-85	-35	9												
									-96	-35	3												
									-94	-32	7												
									-91	-23	7												
									-91	-26	10												
									-90	-31	8												
									-94	-30	7												
									-91	-32	11												
									-92	-27	14												
									-91	-33	5												
									-95	-34	7												
									-94	-32	7												
									-91	-29	7												
									-97	-37	7												
									-94	-35	6												
									-90	-32	8												
									-90	-37	8												
									-91	-34	11												
									-92	-33	13												
									-90	-35	6												
									-90	-33	12												
									-89	-38	8												
									-89	-39	8												
									-92	-30	5												
									-91	-35	-2												
									-95	-30	12												
									-90	-41	4												
									-90	-31	7												
									-94	-28	4												
									-94	-32	8												
									-93	-32	5												
									-93	-30	12												
									-91	-34	10												
									-91	-39	4												
									-92	-33	15												
									-94	-35	6												
									-87	-32	3												
									-91	-38	12												
									-94	-31	10												
									-89	-34	3												
									-92	-30	8												
									-90	-31	12												
									-93	-34	8												
									-88	-27	10												
									-92	-34	5												
									-90	-32	5												
									-97	-34	6												
									-89	-35	6												
									-90	-30	1												
									-92	-31	8												
									-93	-33	5												
									-89	-30	6												
									-95	-27	13												
									-91	-35	4												
									-95	-39	2												
									-95	-38	13												
									-92	-24	2												
									-88	-28	12												
									-91	-30	13												
									-97	-36	5												
									-90	-32	10												
									-90	-29	3												
									-83	-35	7												
									-90	-31	6												
									-90	-32	11												
									-92	-35	7												
									-91	-35	10												
									-91	-32	6												
									-89	-35	4												
									-88	-27	11												
									-95	-31	10												
									-89	-36	5												
									-93	-36	12												
									-92	-40	4												
									-95	-31	6												
									-87	-35	11												
									-94	-35	4												
									-93	-32	8												
									-88	-31	5												
									-92	-33	6												
									-91	-32	3												
									-90	-35	7												
									-91	-38	5												
									-93	-33	8												
									-92	-35	7												
									-95	-51	8												
									-87	-29	3												
									-89	-38	202												
									-91	-31	6												
									-89	-21	4												
									-93	-28	3												
									-90	-33	7												
									-87	-33	7												
									-92	-36	6												
									-89	-25	1												
									-88	-25	3												
									-92	-30	-4												
									-88	-38	6												
									-96	-34	20												
									-92	-30	12												
									-93	-34	10												
									-87	-32	9												
									-91	-23	4												
									-89	-32	10												
									-91	-34	13												
									-90	-31	8												
									-98	-27	6												
									-95	-29	15												
									-93	-33	4												
									-92	-36	8												
									-94	-30	13												
									-92	-33	4												
									-92	-32	6												
									-96	-33	8												
									-93	-29	-2												
									-89	-30	11												
									-94	-30	-6												
									-89	-31	9												
									-94	-31	4												
									-91	-34	10												
									-92	-34	10												
									-91	-32	8												
									-88	-33	5												
									-96	-27	5												
									-89	-34	4												
									-90	-39	5												
									-95	-33	6												
									-84	-33	12												
									-90	-26	6												
									-92	-38	13												
									-90	-34	0												
									-91	-33	0												
									-92	-29	13												
									-90	-24	5												
									-90	-33	5												
									-92	-32	11												
									-94	-37	11												
									-92	-30	4												
									-91	-36	11												
									-89	-36	4												
									-95	-30	7												
									-94	-31	8												
									-91	-30	6												
									-93	-39	0												
									-93	-38	6												
									-95	-30	13												
									-97	-31	7												
									-92	-35	2												
									-92	-37	5												
									-86	-37	13												
									-96	-26	10												
									-89	-33	0												
									-88	-28	13												
									-90	-35	8												
									-95	-40	7												
									-89	-30	15												
									-94	-25	12												
									-91	-34	5												
									-94	-34	12												
									-91	-33	6												
									-85	-30	12												
									-94	-35	4												
									-91	-35	7												
									-93	-28	10												
									-92	-29	6												
									-90	-31	12												
									-95	-37	7												
									-90	-30	9												
									-89	-27	2												
									-93	-36	2												
									-87	-33	2												
									-93	-32	12												
									-93	-33	9												
									-87	-35	8												
									-91	-32	8												
									-94	-36	5												
									-93	-32	-1												
									-91	-41	7												
									-94	-31	7												
									-91	-33	4												
									-89	-37	12												
									-94	-35	7												
									-94	-32	-1												
									-91	-39	9												
									-92	-38	14												
									-89	-33	10												
									-90	-37	5												
									-89	-28	13												
									-94	-31	12												
									-93	-33	2												
									-92	-33	5												
									-92	-35	9												
									-95	-38	5												
									-94	-31	8												
									-93	-32	8												
									-90	-25	4												
									-97	-32	8												
									-85	-32	7												
									-89	-37	7												
									-88	-39	12												
									-89	-35	11												
									-88	-31	11												
									-91	-35	7												
									-95	-29	10												
									-95	-29	6												
									-92	-32	-1												
									-87	-32	11												
									-93	-32	4												
									-93	-33	6												
									-92	-29	8												
									-91	-35	4												
									-91	-31	5												
									-91	-36	11												
									-92	-28	15												
									-90	-28	8												
									-88	-28	9												
									-90	-30	3												
									-90	-28	13												
									-92	-31	7												
									-90	-33	8												
									-95	-30	11												
									-95	-29	10												
									-93	-36	10												
									-92	-33	3												
									-93	-36	13												
									-87	-36	5												
									-96	-27	7												
									-93	-34	0												
									-92	-36	13												
									-86	-31	4												
									-93	-33	1												
									-92	-25	9												
									-88	-34	6												
									-90	-42	6												
									-88	-22	7												
									-95	-30	8												
									-91	-34	9												
									-92	-35	10												
									-93	-35	0												
									-89	-31	7												
									-93	-35	5												
									-89	-34	7												
									-94	-30	12												
									-93	-30	10												
									-92	-25	5												
									-90	-34	7												
									-90	-36	11												
									-92	-33	6												
									-87	-35	10												
									-94	-29	9												
									-90	-30	2												
									-94	-38	2												
									-90	-28	13												
									-97	-31	9												
									-92	-29	5												
									-89	-29	8												
									-95	-36	10												
									-92	-32	11												
									-92	-35	13												
									-91	-33	10												
									-91	-33	13												
									-91	-34	11												
									-92	-36	3												
									-89	-34	5												
									-93	-38	7												
									-86	-33	6												
									-90	-37	9												
									-95	-35	5												
									-92	-28	5												
									-94	-31	10												
									-90	-30	13												
									-90	-34	3												
									-94	-30	8												
									-94	-31	5												
									-88	-37	5												
									-83	-29	9												
									-94	-30	9												
									-88	-33	12												
									-91	-37	7												
									-96	-30	10												
									-97	-33	9												
									-94	-31	7												
									-98	-37	10												
									-86	-37	5												
									-95	-27	3												
									-93	-30	2												
									-95	-39	6												
									-88	-37	11												
									-92	-29	9												
									-94	-34	9												
									-93	-31	5												
									-92	-30	6												
									-89	-32	3												
									-88	-33	10												
									-93	-34	8												
									-92	-37	9												
									-95	-37	5												
									-90	-34	9												
									-89	-37	5												
									-91	-32	5												
									-91	-25	7												
									-92	-29	10												
									-93	-30	17												
									-91	-33	7												
									-94	-28	3												
									-94	-32	6												
									-93	-36	6												
									-95	-38	3												
									-90	-34	7												
									-87	-34	7												
									-94	-31	9												
									-92	-35	6												
									-92	-33	8												
									-94	-30	6												
									-92	-37	10												
									-100	-36	6												
									-92	-33	7												
									-90	-35	5												
									-91	-34	10												
									-91	-36	6												
									-89	-41	14												
									-94	-28	10												
									-96	-25	11												
									-94	-37	2												
									-93	-33	11												
									-91	-36	11												
									-91	-37	10												
									-88	-31	3												
									-89	-32	9												
									-94	-26	8												
									-89	-33	12												
									-92	-30	4												
									-91	-37	6												
									-93	-30	6												
									-90	-36	11												
									-89	-36	7												
									-96	-33	4												
									-97	-34	6												
									-99	-32	6												
									-93	-26	5												
									-91	-29	1												
									-89	-36	13												
									-90	-25	-1												
									-88	-30	12												
									-91	-34	9												
									-90	-34	5												
									-91	-35	12												
									-89	-36	8												
									-96	-33	7												
									-89	-32	9												
									-90	-29	10												
									-98	-32	2												
									-94	-29	12												
									-95	-31	8												
									-94	-37	11												
									-87	-36	7												
									-94	-32	13												
									-89	-33	3												
									-90	-39	11												
									-95	-28	-2												
									-92	-39	9												
									-94	-28	4												
									-94	-32	6												
									-89	-35	12												
									-95	-35	9												
									-92	-37	10												
									-94	-42	15												
									-91	-37	10												
									-91	-31	2												
									-93	-34	1												
									-87	-35	8												
									-85	-38	8												
									-92	-29	-1												
									-94	-32	-3												
									-91	-34	5												
									-94	-32	6												
									-93	-34	15												
									-88	-34	13												
									-91	-33	9												
									-95	-35	11												
									-92	-34	18												
									-92	-31	8												
									-88	-30	4												
									-93	-30	8												
									-92	-33	2												
									-96	-37	11												
									-97	-29	-1												
									-92	-28	9												
									-96	-31	16												
									-96	-38	-1												
									-94	-38	7												
									-91	-32	12												
									-87	-30	6												
									-91	-25	3												
									-87	-32	1												
									-89	-35	5												
									-91	-27	9												
									-98	-14	4												
									-92	-34	7												
									-91	-37	9												
									-91	-28	8												
									-95	-31	17												
									-98	-28	11												
									-94	-21	6												
									-90	-31	4												
									-92	-33	4												
									-88	-37	12												
									-88	-28	0												
									-85	-34	3												
									-89	-32	3												
									-94	-31	13												
									-95	-34	9												
									-87	-41	13												
									-93	-36	13												
									-94	-29	7												
									-90	-27	7												
									-86	-19	17												
									-89	-50	156												
									-90	-45	15												
									-83	-27	12												
									-90	-28	2												
									-89	-33	10												
									-91	-31	15												
									-88	-33	15												
									-93	-31	13												
									-90	-36	4												
									-92	-36	16												
									-92	-34	2												
									-90	-37	4												
									-98	-31	5												
									-92	-36	7												
									-89	-39	7												
									-95	-33	6												
									-91	-32	9												
									-88	-32	7												
									-94	-30	4												
									-89	-30	3												
									-91	-35	8												
									-90	-35	6												
									-92	-32	12												
									-90	-35	11												
									-92	-38	4												
									-89	-33	14												
									-88	-29	9												
									-93	-34	5												
									-90	-34	13												
									-92	-33	9												
									-93	-37	5												
									-97	-34	6												
									-94	-27	11												
									-90	-34	1												
									-88	-27	4												
									-92	-35	12												
									-96	-33	14												
									-87	-29	7												
									-99	-34	9												
									-94	-31	8												
									-94	-34	7												
									-88	-30	16												
									-95	-37	14												
									-94	-32	8												
									-92	-34	6												
									-91	-35	6												
									-97	-32	7												
									-94	-31	12												
									-86	-41	7												
									-94	-33	11												
									-95	-30	10												
									-93	-33	5												
									-90	-33	10												
									-91	-39	7												
									-95	-31	6												
									-94	-33	8												
									-91	-28	6												
									-95	-38	9												
									-94	-30	4												
									-93	-29	4												
									-94	-39	7												
									-93	-31	2												
									-88	-32	8												
									-87	-26	5												
									-96	-34	6												
									-91	-35	11												
									-90	-29	9												
									-93	-40	3												
									-91	-29	13												
									-94	-38	11												
									-91	-31	9												
									-93	-31	13												
									-93	-40	3												
									-94	-33	4												
									-92	-28	5												
									-90	-34	5												
									-94	-34	13												
									-92	-31	11												
									-90	-37	9												
									-91	-30	15												
									-91	-32	6												
									-95	-30	3												
									-88	-31	8												
									-90	-30	6												
									-92	-34	7												
									-91	-35	7												
									-95	-29	8												
									-92	-37	2												
									-90	-31	11												
									-92	-35	11												
									-92	-30	6												
									-91	-37	6												
									-92	-33	10												
									-84	-32	13												
									-92	-37	6												
									-90	-31	2												
									-92	-31	3												
									-91	-31	8												
									-88	-28	2												
									-94	-32	5												
									-95	-29	15												
									-87	-34	6												
									-96	-37	7												
									-93	-32	11												
									-88	-32	4												
									-90	-23	13												
									-90	-46	9												
									-93	9	10												
									-90	-53	5												
									-92	-33	11												
									-93	-36	11												
									-94	-30	10												
									-94	-33	8												
									-91	-29	9												
									-90	-36	3												
									-91	-39	18												
									-91	-25	6												
									-89	-29	3												
									-92	-35	5												
									-86	-31	4												
									-88	-38	5												
									-87	-27	13												
									-94	-33	8												
									-91	-28	10												
									-92	-30	14												
									-92	-31	4												
									-86	-36	7												
									-93	-33	15												
									-91	-32	10												
									-89	-38	11												
									-94	-31	4												
									-92	-33	4												
									-92	-30	9												
									-88	-32	10												
									-95	-25	7												
									-90	-39	9												
									-93	-31	8												
									-89	-37	3												
									-91	-37	9												
									-90	-37	13												
									-89	-31	9												
									-89	-28	13												
									-91	-30	11												
									-94	-31	12												
									-88	-37	12												
									-91	-29	6												
									-90	-33	7												
									-94	-32	12												
									-90	-28	3												
									-96	-35	21												
									-91	-36	0												
									-89	-30	7												
									-88	-31	4												
									-92	-32	4												
									-91	-34	11												
									-95	-30	8												
									-96	-32	12												
									-93	-35	5												
									-94	-35	10												
									-83	-33	18												
									-90	-31	3												
									-98	-28	4												
									-92	-34	4												
									-88	-38	11												
									-94	-36	0												
									-95	-30	7												
									-91	-29	7												
									-85	-30	11												
									-92	-36	6												
									-93	-31	16												
									-90	-30	7												
									-93	-37	11												
									-89	-34	4												
									-92	-33	10												
									-90	-35	10												
									-90	-30	5												
									-90	-30	10												
									-92	-34	4												
									-94	-35	2												
									-91	-31	3												
									-95	-32	7												
									-93	-28	1												
									-95	-33	4												
									-96	-34	16												
									-95	-29	8												
									-94	-33	11												
									-97	-38	15												
									-90	-33	6												
									-85	-34	5												
									-91	-33	8												
									-89	-37	11												
									-93	-34	12												
									-92	-30	7												
									-86	-31	10												
									-85	-34	6												
									-90	-34	8												
									-94	-31	12												
									-90	-30	4												
									-90	-35	6												
									-91	-26	10												
									-92	-37	9												
									-90	-32	12												
									-95	-28	9												
									-93	-33	14												
									-93	-32	7												
									-91	-32	7												
									-95	-34	8												
									-98	-31	10												
									-91	-28	4												
									-94	-33	9												
									-90	-30	6												
									-90	-31	13												
									-88	-32	5												
									-94	-33	7												
									-93	-30	16												
									-94	-33	13												
									-92	-30	3												
									-92	-31	5												
									-91	-27	1												
									-94	-32	5												
									-90	-36	10												
									-93	-36	6												
									-93	-34	12												
									-92	-35	5												
									-90	-34	3												
									-94	-30	7												
									-91	-35	6												
									-88	-29	12												
									-91	-33	4												
									-93	-33	8												
									-91	-33	6												
									-90	-31	6												
									-88	-34	6												
									-89	-34	4												
									-94	-27	10												
									-90	-34	9												
									-92	-38	8												
									-90	-37	7												
									-94	-33	13												
									-94	-30	5												
									-93	-30	8												
									-95	-35	6												
									-89	-33	5												
									-86	-38	5												
									-91	-38	9												
									-90	-39	3												
									-94	-39	6												
									-88	-35	10												
									-93	-37	9												
									-86	-28	5												
									-91	-35	9												
									-91	-33	7												
									-91	-31	2												
									-93	-34	2												
									-92	-31	8												
									-86	-33	6												
									-91	-33	11												
									-96	-33	7												
									-92	-40	12												
									-92	-32	6												
									-92	-33	13												
									-92	-34	11												
									-97	-32	12												
									-90	-23	9												
									-89	-35	6												
									-95	-30	9												
									-90	-31	7												
									-89	-36	7												
									-92	-35	1												
									-91	-31	6												
									-89	-30	10												
									-88	-36	7												
									-94	-26	9												
									-87	-33	9												
									-91	-33	5												
									-92	-27	10												
									-92	-33	6												
									-87	-34	5												
									-90	-38	10												
									-92	-33	1												
									-89	-31	8												
									-89	-36	4												
									-87	-34	8												
									-91	-29	6												
									-93	-36	8												
									-91	-33	8												
									-92	-30	11												
									-94	-32	8												
									-93	-37	8												
									-93	-34	11												
									-87	-36	4												
									-87	-34	13												
									-92	-33	9												
									-90	-28	12												
									-92	-27	2												
									-95	-37	9												
									-96	-35	3												
									-92	-36	1												
									-90	-31	5												
									-92	-36	4												
									-94	-35	3												
									-96	-33	7												
									-97	-36	9												
									-92	-33	6												
									-88	-34	10												
									-96	-34	7												
									-85	-29	6												
									-88	-36	6												
									-89	-36	11												
									-94	-31	4												
									-93	-35	4												
									-91	-33	6												
									-94	-34	5												
									-91	-32	10												
									-89	-35	7												
									-92	-29	6												
									-93	-38	6												
									-94	-30	9												
									-88	-36	11												
									-94	-28	13												
									-91	-30	8												
									-86	-30	12												
									-90	-32	7												
									-90	-36	12												
									-93	-34	5												
									-88	-36	10												
									-89	-34	2												
									-93	-32	15												
									-90	-30	4												
									-92	-34	7												
									-93	-36	6												
									-95	-31	4												
									-90	-30	8												
									-95	-30	9												
									-92	-31	8												
									-92	-32	3												
									-93	-35	-5												
									-90	-30	6												
									-91	-28	-1												
									-93	-40	8												
									-87	-34	8												
									-93	-35	8												
									-91	-30	15												
									-86	-35	9												
									-88	-24	5												
									-88	-32	9												
									-89	-38	4												
									-87	-30	6												
									-92	-31	16												
									-92	-35	6												
									-93	-35	7												
									-98	-33	9												
									-91	-36	1												
									-92	-30	7												
									-96	-35	9												
									-89	-39	7												
									-87	-34	10												
									-93	-31	2												
									-96	-30	11												
									-92	-33	3												
									-92	-34	8												
									-95	-33	13												
									-91	-39	0												
									-90	-30	13												
									-91	-31	5												
									-91	-33	2												
									-91	-35	10												
									-93	-30	6												
									-90	-36	2												
									-93	-30	7												
									-91	-34	4												
									-95	-30	11												
									-92	-34	8												
									-93	-35	3												
									-88	-36	4												
									-91	-36	4												
									-91	-32	10												
									-89	-29	8												
									-94	-28	12												
									-92	-31	11												
									-96	-38	11												
									-90	-32	4												
									-91	-32	9												
									-90	-33	6												
									-93	-34	8												
									-92	-28	5												
									-94	-35	11												
									-91	-32	9												
									-92	-32	11												
									-87	-31	9												
									-92	-32	11												
									-92	-32	5												
									-87	-35	9												
									-89	-37	5												
									-92	-26	7												
									-90	-33	8												
									-92	-33	6												
									-89	-31	7												
									-95	-32	7												
									-90	-33	6												
									-91	-36	7												
									-88	-35	10												
									-88	-29	13												
									-88	-28	4												
									-89	-25	3												
									-91	-30	10												
									-89	-37	9												
									-90	-30	10												
									-95	-34	4												
									-90	-29	9												
									-93	-29	0												
									-94	-36	11												
									-94	-29	12												
									-88	-29	11												
									-94	-31	9												
									-91	-28	6												
									-87	-34	6												
									-86	-36	2												
									-91	-29	6												
									-90	-32	7												
									-91	-35	-2												
									-91	-30	9												
									-91	-37	9												
									-92	-28	8												
									-91	-33	12												
									-92	-31	6												
									-93	-30	9												
									-94	-33	5												
									-90	-31	11												
									-89	-28	6												
									-92	-34	8												
									-91	-37	8												
									-91	-13	15												
									-97	-34	7												
									-87	-37	9												
									-91	-27	5												
									-89	-44	3												
									-88	-32	12												
									-91	-33	6												
									-92	-33	7												
									-94	-29	6												
									-88	-29	9												
									-90	-27	8												
									-93	-31	8												
									-97	-32	2												
									-91	-29	5												
									-92	-35	12												
									-92	-35	9												
									-89	-30	11												
									-89	-27	15												
									-96	-34	8												
									-87	-35	8												
									-88	-26	5												
									-89	-36	7												
									-89	-34	10												
									-89	-31	5												
									-89	-39	5												
									-92	-34	3												
									-93	-35	19												
									-92	-30	10												
									-93	-32	15												
									-88	-31	14												
									-94	-28	10												
									-93	-30	6												
									-92	-34	7												
									-92	-37	2												
									-88	-33	9												
									-92	-34	-1												
									-89	-34	11												
									-92	-33	10												
									-90	-33	5												
									-92	-33	10												
									-90	-34	6												
									-95	-36	6												
									-87	-31	3												
									-93	-35	4												
									-94	-35	6												
									-92	-31	13												
									-93	-36	7												
									-88	-31	9												
									-91	-33	15												
									-92	-34	6												
									-90	-27	7												
									-90	-36	5												
									-91	-32	11												
									-88	-35	3												
									-91	-31	6												
									-97	-37	7												
									-90	-35	9												
									-93	-34	8												
									-92	-37	6												
									-89	-36	9												
									-91	-31	9												
									-93	-36	3												
									-97	-37	11												
									-89	-36	2												
									-97	-41	3												
									-90	-33	11												
									-92	-35	13												
									-91	-33	10												
									-92	-35	6												
									-94	-32	6												
									-90	-28	9												
									-91	-36	9												
									-98	-30	9												
									-93	-36	11												
									-91	-34	11												
									-89	-34	11												
									-87	-34	4												
									-98	-33	6												
									-91	-37	10												
									-89	-28	5												
									-89	-31	6												
									-98	-26	6												
									-93	-33	8												
									-95	-34	12												
									-96	-33	8												
									-95	-34	3												
									-93	-29	1												
									-91	-27	17												
									-91	-32	0												
									-93	-33	8												
									-100	-36	4												
									-91	-31	0												
									-93	-38	7												
									-92	-30	9												
									-94	-30	8												
									-93	-25	4												
									-89	-39	14												
									-95	-28	4												
									-93	-29	15												
									-87	-35	14												
									-88	-32	9												
									-91	-32	14												
									-90	-33	5												
									-92	-37	16												
									-92	-34	14												
									-93	-30	1												
									-92	-33	11												
									-91	-31	10												
									-91	-30	13												
									-91	-32	4												
									-92	-37	0												
									-91	-33	2												
									-86	-34	2												
									-92	-38	11												
									-88	-30	12												
									-93	-31	9												
									-96	-37	12												
									-94	-31	8												
									-89	-32	2												
									-95	-31	8												
