Log 0	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 1	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 2	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 3	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 4	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)	Log 5	xRVel (LSB)	yRVel (LSB)	zRVel (LSB)
									-93	-34	5												
									-91	-34	6												
									-92	-34	9												
									-90	-41	3												
									-89	-36	6												
									-93	-31	9												
									-93	-34	6												
									-91	-31	10												
									-94	-30	7												
									-93	-30	7												
									-94	-39	4												
									-91	-33	10												
									-90	-34	3												
									-95	-32	4												
									-98	-33	9												
									-93	-33	13												
									-90	-33	14												
